개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
동물병원,512-0075,서울특별시 강남구 역삼동 834-66,서울특별시 강남구 논현로67길 56 (역삼동),6250,츄츄 동물병원,203063.485,443440.903
동물병원,02-521-5775,서울특별시 동작구 사당동 248-5번지,"서울특별시 동작구 사당로 196, 1층 102호 (사당동, 거묵프리미엄 상가)",7009,나을동물병원,197267.5139,442526.6297
동물병원,3446-8253,서울특별시 강남구 논현동 123-5,서울특별시 강남구 학동로6길 7 (논현동),6111,와이즈24시 동물병원,202041.3957,445451.4282
동물병원,511-6364,서울특별시 강남구 역삼동 725-15 2층,"서울특별시 강남구 논현로86길 22, 2층 (역삼동)",6223,백산동물병원,203405.8873,444213.4984
동물병원,,서울특별시 강남구 청담동 125-12 4층,"서울특별시 강남구 도산대로 539, 4층 (청담동, 금원빌딩)",6013,청담눈초롱안과동물병원,204582.1872,446992.0897
동물병원,930-7975,서울특별시 노원구 상계동 1265 동방미주(아)109-1001,"서울특별시 노원구 동일로 1689 (상계동, 하이베라스)",1604,수 동물병원,204922.61,464356.5272
동물병원,952-6426,서울특별시 노원구 중계동 413-9 두림빌딩 102호,"서울특별시 노원구 덕릉로 589, 두림빌딩 102호 (중계동)",1708,엘케이동물병원,206261.4214,460957.2047
동물병원,6224-3858,서울특별시 노원구 중계동 525 풍림(아) 111-1808,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)",1779,브라운동물병원,205601.926,459732.1286
동물병원,937-9724,서울특별시 노원구 상계동 11-410 태성빌라 202호,"서울특별시 노원구 동일로 1622 (상계동, 유성상가)",1630,수락 동물병원,204868.6109,463402.192
동물병원,949-7512,서울특별시 노원구 공릉동 227-68,서울특별시 노원구 화랑로 473 (공릉동),1803,화랑동물병원,206961.9896,457441.1315
동물병원,900-7710,서울특별시 노원구 월계동 98-9,"서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)",1882,유림동물병원,204454.9741,458289.0699
동물병원,973-7588,서울특별시 노원구 월계동 26-13 석계문고,"서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)",1914,우솔종합동물병원,205815.6989,457008.2712
동물병원,951-7582,서울특별시 노원구 상계동 749-10,서울특별시 노원구 동일로 1370 (상계동),1756,한빛종합동물병원,205391.3766,460951.3953
동물병원,978-4775,서울특별시 노원구 중계동 947-16 38통5반 3층,"서울특별시 노원구 섬밭로 258 (중계동, 건영옴니백화점)",1779,웰리스 동물병원,205645.892,459609.0125
동물병원,,서울특별시 노원구 월계동 331-1   번지 신세계이마트 2층,,,로얄벳 동물병원,,
동물병원,939-6898,서울특별시 노원구 상계동 682 13통8반 동신아파트 103동 708호,서울특별시 노원구 한글비석로52길 18 (상계동),1655,이앤박동물병원,205562.135,462464.17
동물병원,905-7588,서울특별시 노원구 월계동 3-94번지 드림빌 201호,서울특별시 노원구 월계로 333 (월계동),1879,아란종합동물병원,,
동물병원,976-7582,서울특별시 노원구 공릉동 494-17 영운빌딩 1층,"서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)",1857,스마일플러스동물병원,206395.3949,457941.875
동물병원,973-5959,서울특별시 노원구 중계동 503 시영1단지B상가 118호,"서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )",1778,롯데동물병원,205588.636,459964.0997
동물병원,935-0075,서울특별시 노원구 중계동 363 대림벽산상가 102호,"서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)",1738,25시동물병원,206806.7029,460547.6681
동물병원,02-932-6658,서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,"서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",1608,은빛동물병원,204619.1435,463887.9426
동물병원,02-556-0975,서울특별시 강남구 대치동 898-8 1층,"서울특별시 강남구 선릉로 412, 1층 (대치동)",6198,주주동물종합병원,204402.5107,444390.693
동물병원,02-941-5575,"서울특별시 성북구 길음동 1285번지 길음뉴타운7단지 두산위브상가 103호, 104호","서울특별시 성북구 길음로13길 22, 103호, 104호 (길음동, 길음7구역두산위브아파트)",2715,스마트동물병원 성북길음점,201592.9913,456382.9661
동물병원,912-6555,서울특별시 성북구 하월곡동 62-4번지,서울특별시 성북구 오패산로 22 (하월곡동),2751,포유동물병원,203263.3008,455766.5542
동물병원,02-927-7878,서울특별시 성북구 동소문동6가 237번지,서울특별시 성북구 아리랑로 27 (동소문동6가),2830,로이동물병원,201321.967,454782.4515
동물병원,942-4883,서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운 제상가비동 제지2층 25호)",2720,카카오 N 동물병원,201514.971,456137.1021
동물병원,984-0075,서울특별시 성북구 길음동 1163,서울특별시 성북구 삼양로4길 3 (길음동),2732,강북 24시 N 동물의료센터,202082.9943,455946.1553
동물병원,02-6925-4347,서울특별시 성북구 하월곡동 76-16,서울특별시 성북구 오패산로 75-1 (하월곡동),2737,넬 동물의료센터,203089.9303,456275.7802
동물병원,02-766-7577,서울특별시 성북구 성북동 155-15번지 1층,"서울특별시 성북구 성북로 66, 1층 (성북동)",2835,앙리동물병원,200082.0882,454571.6349
동물병원,3273-0075,서울특별시 용산구 원효로2가 84-10번지 신영빌딩,"서울특별시 용산구 원효로 171, 신영빌딩 (원효로2가)",4364,열린동물종합병원,196549.8958,448153.5244
동물병원,02-703-0075,"서울특별시 용산구 원효로1가 133-3 리첸시아 용산 B동 113,114호","서울특별시 용산구 백범로 341, B동 지상1층 113,114호 (원효로1가, 리첸시아 용산)",4315,좋아서하는 동물병원,197045.8495,448447.559
동물병원,3275-0079,서울특별시 용산구 효창동 79-1번지 지상1층,"서울특별시 용산구 백범로 285, 지상1층 (효창동)",4318,펫동물병원,196490.8443,448594.4489
동물병원,706-7975,서울특별시 용산구 산천동 93-1번지,서울특별시 용산구 효창원로 14 (산천동),4360,차오름동물병원,195610.3636,448004.7223
동물병원,749-8275,서울특별시 용산구 용산동2가 45-7,서울특별시 용산구 신흥로 36-1 (용산동2가),4339,한사랑동물병원,198816.6397,448827.7246
동물병원,719-7070,서울특별시 용산구 용문동 25-36,서울특별시 용산구 새창로 122-2(용문동),4363,원효종합동물병원,196459.6742,448255.1657
동물병원,794-1255,서울특별시 용산구 한남동 707-36번지 한남프라자 2층,"서울특별시 용산구 한남대로 76, 한남프라자 2층 (한남동)",4418,달래동물의료센터,200506.1873,448146.1732
동물병원,707-2235,서울특별시 용산구 산천동 202번지 삼성테마트 119호,"서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)",4359,민트동물병원,195547.1403,447976.7759
동물병원,797-6677,서울특별시 용산구 이태원동 531,"서울특별시 용산구 녹사평대로 210, 지하1, 1, 2층층 일부호 (이태원동)",4345,이태원동물병원,198802.4761,448239.8207
동물병원,02-790-7508,서울특별시 용산구 용산동2가 45-1번지 106호,"서울특별시 용산구 신흥로 54, 106호 (용산동2가, 북동연립)",4339,퍼스동물병원,198855.0321,448982.6334
동물병원,02-792-2561,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층 비21호,"서울특별시 용산구 서빙고로 67, 지하1층 비21호 (용산동5가, 파크타워)",4385,바다동물병원(Bada Animal Hospital),197338.9151,446893.4844
동물병원,02-793-0075,서울특별시 용산구 이촌동 302-88 지상1층 101호,"서울특별시 용산구 이촌로64길 24, 지상1층 101호 (이촌동)",4427,24시 시유동물메디컬센터,197270.0423,446419.9232
동물병원,02-749-7588,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,"서울특별시 용산구 이촌로 248, 11동 102호 (이촌동, 한강맨션)",4426,베이동물병원,197722.571,446344.5912
동물병원,02-792-8275,서울특별시 용산구 한남동 29-6 아이리스프라자 지상3층,"서울특별시 용산구 독서당로 81-1, 아이리스프라자 지상3층 (한남동)",4419,더힐동물의료센터,200779.182,448049.1957
동물병원,02-797-1275,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호,"서울특별시 용산구 서빙고로 35, 101동 101호 (한강로3가, 용산시티파크1단지)",4385,워너비동물병원 용산점,197202.8463,446986.4116
동물병원,798-7512,"서울특별시 용산구 이촌동 301-263 렉스상가 8-1,8-2호","서울특별시 용산구 이촌로 300, 렉스상가 8-1,8-2호 (이촌동)",4425,금강동물병원,198165.7679,446185.2445
동물병원,792-7585,서울특별시 용산구 이태원동 225-93번지,서울특별시 용산구 회나무로13길 6 (이태원동),4344,라온동물병원,199007.7691,448599.201
동물병원,773-1119,서울특별시 용산구 후암동 244-11,서울특별시 용산구 후암로 32 (후암동),4331,아프리카동물병원,197980.8683,449605.4348
동물병원,713-0053,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,"서울특별시 용산구 백범로 341, A동 지상1층 106호 (원효로1가, 리첸시아 용산)",4315,엉클장동물병원,197045.8495,448447.559
동물병원,792-7602,서울특별시 용산구 이태원동 21-1 태광빌딩 1층,"서울특별시 용산구 보광로 90, 태광빌딩 1층 (이태원동)",4406,청화종합동물병원,199561.7253,447651.5139
동물병원,795-2184,서울특별시 용산구 한남동 653-26번지,서울특별시 용산구 대사관로 32 (한남동),4403,펫토이동물병원,200079.1088,447917.9471
동물병원,778-7582,서울특별시 용산구 후암동 63-1번지 지상1층,"서울특별시 용산구 후암로 51, 지상1층 (후암동)",4325,남산동물병원,197907.2425,449803.8996
동물병원,711-4527,서울특별시 용산구 효창동 70-11번지,서울특별시 용산구 백범로 293 (효창동),4317,효창동물병원,196561.8919,448563.4557
동물병원,02-6401-1512,서울특별시 송파구 문정동 620 송파 푸르지오시티,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 110호 (문정동)",5841,키다리동물병원,210654.5062,442070.5757
동물병원,02-744-9098,서울특별시 종로구 창신동 80-1,서울특별시 종로구 지봉로 53-1 (창신동),,해동물병원,201300.6173,452512.2341
동물병원,391-4575,서울특별시 종로구 홍지동 127-7번지 5통5반 지층 3호,서울특별시 종로구 자하문로 293 (홍지동),3021,북악동물병원,196420.1408,455175.0414
동물병원,307-3335,서울특별시 서대문구 북가좌동 333-7번지 302호,서울특별시 서대문구 응암로 117 (북가좌동),3677,초콜릿종합동물병원,192288.3919,453428.9874
동물병원,303-1114,서울특별시 서대문구 남가좌동 338-39번지,서울특별시 서대문구 증가로 111 (남가좌동),3692,한스동물병원,193291.6317,452709.1734
동물병원,02-305-8275,서울특별시 서대문구 북가좌동 304-29,서울특별시 서대문구 거북골로 178 (북가좌동),3691,가재울봉쥬르동물병원,192059.6355,452769.0241
동물병원,302-3275,서울특별시 서대문구 북가좌동 306-21번지,서울특별시 서대문구 응암로 66 (북가좌동),3691,두리틀동물병원,192051.7397,452952.7526
동물병원,02-404-6123,서울특별시 송파구 오금동 39-1,서울특별시 송파구 오금로35길 44 (오금동),5660,이재풍동물병원,211360.4929,444924.3734
동물병원,02-402-5746,서울특별시 송파구 가락동 190-6 무영빌딩,"서울특별시 송파구 동남로18길 23, 무영빌딩 (가락동)",5783,영국동물병원,211698.2008,443566.9701
동물병원,02-2676-7582,서울특별시 영등포구 양평동1가 28-3,"서울특별시 영등포구 영등포로 85-1, 1, 2, 지층 (양평동1가)",7262,24시 수 동물메디컬센터,190309.6638,446683.9745
동물병원,3917502,서울특별시 종로구 홍지동 126-8,서울특별시 종로구 자하문로 305 (홍지동),,올리브동물병원,196308.2156,455218.7575
동물병원,3676-1190,서울특별시 종로구 숭인동 52-8번지,서울특별시 종로구 지봉로 96-3 (숭인동),,우리동물병원,201312.3245,452934.4707
동물병원,02-735-7530,서울특별시 종로구 내자동 125-3번지,서울특별시 종로구 사직로12길 2 (내자동),,누리봄동물병원,197374.3476,452611.4526
동물병원,722-8275,서울특별시 종로구 통인동 147-7 씨에스코즈빌,"서울특별시 종로구 자하문로 35-3, 씨에스코즈빌 101호 (통인동)",3040,광화문동물병원,197383.1975,452972.1186
동물병원,,서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,"서울특별시 종로구 송월길 99, 상가동 2층 2229호 (홍파동, 경희궁자이 2단지)",3165,경희궁 바른 동물병원,196711.2568,452060.8605
동물병원,02-409-7533,서울특별시 송파구 가락동 175-14 연암빌딩,"서울특별시 송파구 오금로 422, 연암빌딩 1층 (가락동)",5770,에버펫 동물병원,212024.6305,443845.0049
동물병원,02-415-7114,서울특별시 송파구 송파동 146-6,"서울특별시 송파구 가락로 210, 1층 101호 (송파동)",5671,송이종합동물병원,210230.9221,444982.6233
동물병원,02-373-7500,서울특별시 서대문구 북가좌동 300-2,"서울특별시 서대문구 응암로 76, 102호 (북가좌동)",3683,위드 동물병원,192107.3676,453041.99
동물병원,02-400-8575,서울특별시 송파구 문정동 85 어은회관,"서울특별시 송파구 새말로 125, 어은회관 (문정동)",5809,송파바로동물병원,211255.7596,442338.1156
동물병원,02-448-7588,서울특별시 송파구 문정동 57-3,서울특별시 송파구 새말로5길 17 (문정동),5807,송파스마일동물병원,210894.0452,442447.6514
동물병원,02-443-8898,서울특별시 송파구 거여동 290-3 우토 파크빌딩,"서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동)",5779,마루동물병원,212732.2246,443096.7864
동물병원,841-0075,서울특별시 영등포구 신길동 95-39번지,서울특별시 영등포구 영등포로76길 1 (신길동),7352,참 동물병원,192844.1054,445716.6102
동물병원,849-6509,서울특별시 영등포구 신길동 232-15,서울특별시 영등포구 신길로 168 (신길동),7362,우신종합동물병원,192081.3914,445002.6885
동물병원,02-2635-2475,"서울특별시 영등포구 당산동5가 11-30 1,2층","서울특별시 영등포구 양평로 5, 1,2층 (당산동5가, 성원빌딩)",7214,이든동물의료센터,191537.0036,447765.0302
동물병원,02-848-7975,서울특별시 영등포구 신길동 2039 상가동 C119호,"서울특별시 영등포구 신풍로 77, 상가동 C119호 (신길동, 래미안에스티움)",7390,신길 온동물병원,192287.0596,444303.222
동물병원,02-419-7571,서울특별시 송파구 송파동 135-2,"서울특별시 송파구 백제고분로 432, 2층 (송파동)",5662,송파원동물병원,209821.4712,445231.7014
동물병원,02-420-0975,서울특별시 송파구 잠실동 242-4 리치빌딩 1층,"서울특별시 송파구 석촌호수로 108, 리치빌딩 1층 (잠실동)",5566,신천동물병원,207786.2939,445052.1761
동물병원,02-403-7582,서울특별시 송파구 문정동 624 송파아이파크 1동 E204호,"서울특별시 송파구 법원로 55, 송파아이파크 1층 E204호 (문정동)",5841,송파데일리동물병원,210698.85,441971.2713
동물병원,02-431-7575,"서울특별시 송파구 장지동 881-5 에스비트램스퀘어 203,204호","서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 203,204호 (장지동)",5849,위례S동물의료센터,212569.2523,442123.3049
동물병원,02-2039-2575,서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,"서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동)",5614,닥터캣 고양이병원,208682.9466,444522.2611
동물병원,02-2043-7582,서울특별시 송파구 오금동 17 왕천빌딩 1층,"서울특별시 송파구 양재대로 1148, 왕천빌딩 1층 (오금동)",5657,유앤동물의료원,211187.2854,445282.8152
동물병원,02-419-7580,서울특별시 송파구 석촌동 217 달성빌딩,"서울특별시 송파구 삼학사로 34, 달성빌딩 (석촌동)",5679,이룸동물병원,208510.82,444231.795
동물병원,02-419-1010,"서울특별시 송파구 잠실동 22-6 리센츠상가 1층 C13,C14호","서울특별시 송파구 올림픽로 145, 리센츠 상가동 1층 C13,C14호 (잠실동)",5502,리센츠 스타 동물병원,207624.4247,445533.4396
동물병원,02-418-0724,서울특별시 송파구 잠실동 175-6 J타워 202호,"서울특별시 송파구 올림픽로 76, J타워 202호 (잠실동)",5556,24시잠실ON동물의료센터,206916.7584,445485.4448
동물병원,02-6925-5475,"서울특별시 송파구 신천동 11 장미c상가 내제2층 203호, 내제2층 204동 3호","서울특별시 송파구 올림픽로35길 94, 신천동동 내제2층층 203호 (신천동, 장미3차맨션)",5504,킴리동물병원,209001.8448,446426.8142
동물병원,02-414-7975,서울특별시 송파구 석촌동 174-12 청호빌딩 1층 2호,"서울특별시 송파구 송파대로 441, 청호빌딩 1층 2호 (석촌동)",5616,석촌동물병원,209318.049,444847.9038
동물병원,02-2203-7975,서울특별시 송파구 석촌동 2-9 금보 1층,"서울특별시 송파구 삼학사로 88, 금보 1층 (석촌동)",5612,잠실베스트동물메디컬센터,208542.1416,444755.6169
동물병원,02-431-0275,서울특별시 송파구 문정동 4-2 성해아파트상가 1층,"서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트)",5796,문정탑동물병원,211133.0284,443191.9635
동물병원,02-424-7552,서울특별시 송파구 삼전동 22-6 1층,"서울특별시 송파구 석촌호수로 146, 1층 (삼전동)",5600,행복한 우리아이 동물병원,208168.0563,444967.4448
동물병원,3672-8441,서울특별시 종로구 명륜2가 5-99번지 1통3반 방산빌라 402호,서울특별시 종로구 창경궁로 261 (명륜2가),3075,대학로동물병원,199947.1787,453593.827
동물병원,379-7575,서울특별시 종로구 평창동 158-1 글로리아타운,"서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)",3009,월드펫동물병원,197212.3649,456055.2058
동물병원,2679-9997,서울특별시 영등포구 영등포동8가 72 미소로,"서울특별시 영등포구 영신로 238, 미소로 107,108,204호 (영등포동8가)",7228,미소로동물병원,191463.4866,447373.1745
동물병원,02-414-7588,서울특별시 송파구 잠실동 175-12 올림픽타워 101호,"서울특별시 송파구 올림픽로 88, 올림픽타워 101호 (잠실동)",5556,희망종합동물병원,207048.6382,445470.1056
동물병원,02-401-0075,서울특별시 송파구 거여동 562-4,서울특별시 송파구 오금로 498 (거여동),5772,노아동물병원,212655.919,443430.7724
동물병원,02-443-8083,서울특별시 송파구 거여동 133-77 흥일빌딩,"서울특별시 송파구 마천로 264, 흥일빌딩 (거여동)",5735,오주동물병원,212852.6208,443990.5747
동물병원,02-414-0075,서울특별시 송파구 방이동 124-8 남양빌딩,"서울특별시 송파구 오금로 203, 남양빌딩 (방이동)",5643,페토피아종합동물병원,210245.0525,445108.5728
동물병원,02-443-8973,서울특별시 송파구 오금동 120-7,서울특별시 송파구 동남로 318 (오금동),5730,김민재동물병원,212193.4274,444617.3151
동물병원,02-733-5060,서울특별시 서대문구 냉천동 195번지,서울특별시 서대문구 통일로 171-1 (냉천동),3735,독립문동물병원,196679.0108,451868.0697
동물병원,02-305-4242,서울특별시 서대문구 남가좌동 124-1번지,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",3711,어울림동물병원,192672.0675,452221.9607
동물병원,02-305-5975,서울특별시 서대문구 남가좌동 369-10,"서울특별시 서대문구 증가로 150, 100동 B209, B210호 (남가좌동)",3670,오즈동물병원,192922.7951,452984.6525
동물병원,02-2202-0075,서울특별시 송파구 잠실동 234-17 성선빌딩,"서울특별시 송파구 백제고분로 161, 성선빌딩 (잠실동)",5568,위드펫종합동물병원,207433.006,444811.9218
동물병원,02-305-7505,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,"서울특별시 서대문구 가재울미래로 2, 204동 1층 102-2,103-1호 (남가좌동, DMC파크뷰자이)",3711,강앤정 동물병원,192672.0675,452221.9607
동물병원,02-3144-7582,서울특별시 서대문구 연희동 135-9번지 내풍빌딩,"서울특별시 서대문구 연희로 114, 내풍빌딩 지층 (연희동)",3724,에이플러스 동물병원,193916.2349,451733.0955
동물병원,02-424-3662,서울특별시 송파구 송파동 97-14,서울특별시 송파구 송파대로 378 (송파동),5676,송파동물의료센터,209744.136,444378.5593
동물병원,02-571-8275,서울특별시 영등포구 영등포동 423-44 1층,"서울특별시 영등포구 경인로 832, 1층 (영등포동, 대성빌딩)",7306,경인동물의료센터,191568.1181,445944.0702
동물병원,02-835-7975,서울특별시 영등포구 신길동 162-10번지,"서울특별시 영등포구 도신로 225-1, 1층 (신길동, 정일빌딩)",7316,아람동물병원,192500.495,445551.116
동물병원,02-783-7580,서울특별시 영등포구 여의도동 53-3번지 미라클빌딩 4층,"서울특별시 영등포구 국제금융로 108, 4층 (여의도동, 미라클빌딩)",7343,여의도 동물병원,194056.6819,446279.0838
동물병원,833-7554,서울특별시 영등포구 신길동 4824,서울특별시 영등포구 여의대방로 11 (신길동),7437,유석동물병원,191954.1317,443477.9846
동물병원,786-7582,서울특별시 영등포구 여의도동 47 여의도자이,"서울특별시 영등포구 여의동로3길 10, 501동 109호 (여의도동, 여의도자이)",7324,I-pet 동물병원,193393.0966,446218.4438
동물병원,02-834-7582,서울특별시 영등포구 대림동 776-2번지,서울특별시 영등포구 가마산로 324 (대림동),7411,왈츠동물병원,190691.3283,444029.1823
동물병원,02-2069-0082,서울특별시 영등포구 문래동3가 55-3번지 4층,"서울특별시 영등포구 당산로 42, 4층 (문래동3가, 삼성홈플러스빌딩)",7297,도그플러스동물병원,190729.5065,446227.075
동물병원,2633-9991,서울특별시 영등포구 당산동1가 40-18번지,서울특별시 영등포구 영등포로 131-2 (당산동1가),7266,영등포동물병원,190759.0618,446595.9287
동물병원,02-844-7775,서울특별시 영등포구 신길동 100-12번지 중양빌딩,서울특별시 영등포구 도신로 252 (신길동),7352,한가람동물의료센터,192727.8748,445692.9267
동물병원,02-470-7905,서울특별시 송파구 풍납동 403-9 웅산빌딩,"서울특별시 송파구 올림픽로47길 20, 웅산빌딩 (풍납동)",5537,씨밀레동물병원,210247.7171,447380.1814
동물병원,02-413-7514,서울특별시 송파구 송파동 58-4 레이크 해모로 105호,"서울특별시 송파구 오금로 126, 105호 (송파동, 레이크 해모로)",5618,호수동물병원,209549.2084,445465.168
동물병원,307-4633,서울특별시 서대문구 북가좌동 308-1번지,서울특별시 서대문구 응암로 77 (북가좌동),3679,가좌동물병원,192082.0066,453085.2433
동물병원,373-2923,서울특별시 서대문구 홍은동 398-9,서울특별시 서대문구 가좌로 104 (홍은동),3659,백년동물병원,193456.5903,453307.6027
동물병원,737-8375,서울특별시 서대문구 홍제동 103-6번지,서울특별시 서대문구 통일로 392 (홍제동),3633,한솔동물병원,195395.3633,453623.893
동물병원,393-0075,서울특별시 서대문구 북아현동 126-12번지,서울특별시 서대문구 신촌로 289-1 (북아현동),3758,북아현동물병원,196243.9252,450586.6787
동물병원,396-5525,서울특별시 서대문구 홍제동 330-54번지,서울특별시 서대문구 통일로 463 (홍제동),3636,홍제동물병원,194873.3723,454149.1903
동물병원,928-7582,서울특별시 성북구 동소문동5가 8-1번지,서울특별시 성북구 동소문로 74 (동소문동5가),2846,드림동물병원,201140.2354,454391.6218
동물병원,2263-6134,서울특별시 중구 충무로4가 93-1,서울특별시 중구 퇴계로 227 (충무로4가),4558,대한동물병원,199655.7461,451086.8744
동물병원,969-0075,서울특별시 성북구 석관동 332-23번지,서울특별시 성북구 돌곶이로 31 (석관동),2788,태양 동물병원,205288.9342,456079.4784
동물병원,927-7585,서울특별시 성북구 종암동 86-1번지,서울특별시 성북구 종암로 113 (종암동),2803,쓰담쓰담 동물병원,202904.1534,455316.1342
동물병원,915-5301,서울특별시 성북구 하월곡동 88-677번지,서울특별시 성북구 동소문로 302 (하월곡동),2733,호담동물병원,202449.7943,456051.0965
동물병원,02-915-5485,서울특별시 성북구 장위동 319번지 꿈의숲코오롱하늘채아파트 105동 112호,"서울특별시 성북구 돌곶이로 220, 105동 112호 (장위동, 꿈의숲코오롱하늘채아파트)",2757,꿈의숲동물병원,204005.4464,457482.018
동물병원,943-7582,서울특별시 성북구 하월곡동 46-73 코업스타클래스 1층,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스 1층)",2799,도담도담동물병원,203502.0041,455500.569
동물병원,2632-8687,서울특별시 영등포구 영등포동7가 64-48번지,서울특별시 영등포구 영중로27길 10 (영등포동7가),7245,서울동물병원,191465.8926,446905.038
동물병원,02-416-7512,서울특별시 송파구 신천동 11-4 잠실 푸르지오 월드마크 상가 207호,"서울특별시 송파구 올림픽로35가길 9, 상가동 2층 207호 (신천동, 잠실 푸르지오 월드마크)",5510,더 샵 동물메디컬센터,209087.1224,446139.1526
동물병원,593-7667,서울특별시 서초구 방배동 811-11 지상1층,"서울특별시 서초구 방배로 204 (방배동,지상1층)",,방배한강동물병원,199178.5392,443278.7524
동물병원,913-1874,서울특별시 성북구 길음동 1276번지,"서울특별시 성북구 동소문로 248 (길음동, 삼부상가 102동 6,7호)",2735,길음동물병원,202029.9818,455605.7169
동물병원,915-7582,서울특별시 성북구 장위동 64-124번지,서울특별시 성북구 돌곶이로 91 (장위동),2772,행복한동물병원,204905.934,456539.5489
동물병원,02-415-7580,서울특별시 송파구 삼전동 22-1 유시에셋,"서울특별시 송파구 석촌호수로 138, 유시에셋 (삼전동)",5600,잠실준25시동물병원,208088.5582,444991.4907
동물병원,02-408-5400,서울특별시 송파구 가락동 87-1 MOXENHOUSE,"서울특별시 송파구 중대로9길 48, MOXENHOUSE (가락동)",5712,쿨독동물병원,210468.4083,443882.4427
동물병원,2256-8275,서울특별시 중구 신당동 844 남산타운,"서울특별시 중구 다산로 32, 5상가동 217호 (신당동, 남산타운)",4595,남산동물병원,200750.4551,449638.8243
동물병원,2233-7574,서울특별시 중구 신당동 368-19,"서울특별시 중구 다산로 107, 2층 (신당동)",4598,미래지동물의료센터,200783.1196,450153.7843
동물병원,02-449-8575,서울특별시 송파구 마천동 161-2,"서울특별시 송파구 성내천로 229, 1층 (마천동)",5747,두리동물병원,213472.4007,444156.6421
동물병원,02-415-7579,서울특별시 송파구 신천동 17 파크리오상가 36호,"서울특별시 송파구 올림픽로 435, 상가동 1층 36호 (신천동, 파크리오)",5507,리오동물병원,209314.26,446483.3161
동물병원,02-443-2222,서울특별시 송파구 가락동 137-3 현대빌리지,"서울특별시 송파구 동남로 161, 1,2층 (가락동, 현대빌리지)",5826,에코동물병원,211262.9949,443408.2784
동물병원,02-417-3021,서울특별시 송파구 방이동 181 태평양파크빌라트,"서울특별시 송파구 위례성대로 102, 2층 202호 (방이동, 태평양파크빌라트)",5637,스킨앤이어동물병원,210806.1788,445687.2878
동물병원,02-423-8280,"서울특별시 송파구 잠실동 19-9 잠실파인애플상가 A동 2층 9,10호","서울특별시 송파구 올림픽로 119, 잠실파인애플상가 A동 2층 9,10호 (잠실동)",5501,연 동물병원,207373.5002,445545.656
동물병원,02-420-7580,서울특별시 송파구 잠실동 222-6 그린빌딩 1층,"서울특별시 송파구 백제고분로 115, 그린빌딩 1층 (잠실동)",5570,꿈이크는 동물병원,207003.1559,444965.1486
동물병원,02-449-0075,서울특별시 송파구 거여동 20-5 정림빌딩 1층,"서울특별시 송파구 오금로 473, 정림빌딩 1층 (거여동)",5744,온마음 동물메디컬센터,212481.1143,443607.2504
동물병원,02-413-0075,서울특별시 송파구 방이동 226-7 건양빌딩,"서울특별시 송파구 오금로 247, 건양빌딩 (방이동)",5645,가락종합동물병원,210632.3912,444908.6539
동물병원,02-424-2955,서울특별시 송파구 삼전동 132-12 신일빌딩,"서울특별시 송파구 삼학사로 75, 신일빌딩 (삼전동)",5603,하트동물메디컬센터,208492.7222,444640.9949
동물병원,02-406-4814,서울특별시 송파구 거여동 202-180 송파시그니처롯데캐슬,"서울특별시 송파구 거마로 56, 121호 (거여동, 송파시그니처롯데캐슬)",5767,동물의왕국동물병원,213149.5228,443705.4731
동물병원,02-449-0101,서울특별시 송파구 오금동 17-2 우일빌딩,"서울특별시 송파구 마천로5길 16, 우일빌딩 (오금동)",5657,늘푸른동물병원,211178.1832,445262.7464
동물병원,02-419-1351,서울특별시 송파구 삼전동 5-3 남관빌딩,"서울특별시 송파구 삼전로 80, 남관빌딩 (삼전동)",5606,25시동물의료센터,207835.268,444818.1365
